Группа_Компаний,Юр_Лицо,ИНН,Комментарий,Контакты_ListOrg,Директор_ListOrg,ListOrg_URL
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАЕР ПЛЮС""",6500010216,,"Адрес: 694140, Сахалинская обл, Макаровский р-н, г Макаров, ул 50 лет Октября, д 1, офис 5",Радионов Михаил Юрьевич,https://www.audit-it.ru/contragent/?search=6500010216&token=30ce0497ff3e8cc620e23fff886a5bd1
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОРСКОЙ ЁЖ""",6500010417,,"Адрес: 693006, Сахалинская обл, г Южно-Сахалинск, пр-кт Мира, д 300 к 3, кв 86",Волков Лев Геннадьевич,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИНТАЙ ПРИБОЯ""",6500010537,,"Адрес: 693010, Сахалинская обл, г Южно-Сахалинск, Алтайский пер, д 15, офис 403",Радионов Михаил Юрьевич,https://www.audit-it.ru/contragent/?search=6500010537&token=4fd300d90f1fceb19f63eaa9bb9992c0
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМБАЛЫ ПРИБОЯ""",6500010544,,"Адрес: 693010, Сахалинская обл, г Южно-Сахалинск, Алтайский пер, д 15, офис 403",Коробков Константин Викторович,
ГК Гидрострой (Далькреветка),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПЛОТ ПЛЮС""",6500010784,,"Адрес: 693013, Сахалинская обл, г Южно-Сахалинск, ул Садовая аллея, д 2",Касьянов Роман Александрович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРИМОРСКИЙ ЁЖ""",6500010791,морской еж,"Адрес: 693006, Сахалинская обл, г Южно-Сахалинск, пр-кт Мира, д 300 к 3, кв 86",Бабушкин Андрей Юрьевич,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАММИНТ""",6500011562,,"Адрес: 693010, Сахалинская обл, г Южно-Сахалинск, Алтайский пер, д 15, офис 103",Познухов Игорь Михайлович,https://www.audit-it.ru/contragent/?search=6500011562&token=6408af6c558b5a466eed8195c450b88e
Группа Океан Союз,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИАМ ПЛЮС""",6500012189,,"Адрес: 694020, Сахалинская обл, Корсаковский р-н, г Корсаков, Корабельный пер, д 8, офис 2",Войтенко Максим Сергеевич,https://www.audit-it.ru/contragent/?search=6500012189&token=c24e2a3c7469a1395a731709b44145fd
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЮЙД ПЛЮС""",6500012301,,"Адрес: 693010, Сахалинская обл, г Южно-Сахалинск, Алтайский пер, д 15, офис 206",Радионов Михаил Юрьевич,https://www.audit-it.ru/contragent/?search=6500012301&token=32e0acc5b757fd10451d2b128bff67b8
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРЕВЕР-1""",6500016426,,"Адрес: 693023, Сахалинская обл, г Южно-Сахалинск, ул Алексея Максимовича Горького, д 62, кв 12",Мячин Олег Владимирович,https://www.audit-it.ru/contragent/?search=6500016426&token=9fb01b93e6acfcc0a7bf9ddc840c13ad
Сигма-Марин,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУРМИНТ""",6500019120,,"Адрес: 693010, Сахалинская обл, г Южно-Сахалинск, Алтайский пер, д 15, офис 106",Батищев Иван Валерьевич,https://www.audit-it.ru/contragent/?search=6500019120&token=aee644120eb22da2ef16b475837b6bec
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИНТАЙ ЮК""",6500020084,,"Адрес: 693010, Сахалинская обл, г Южно-Сахалинск, Алтайский пер, д 15, помещ 403",Радионов Михаил Юрьевич,https://www.audit-it.ru/contragent/?search=6500020084&token=dac792cc3e29074b7c17af3de6115055
Сигма-Марин,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МСК 65""",6500025244,,"Адрес: 680011, Хабаровский край, г Хабаровск, ул Джамбула, д 80/1, помещ 16/3",Володин Константин Русланович,
Сигма-Марин,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САКАНА""",6500025710,,"Адрес: 693010, Сахалинская обл, г Южно-Сахалинск, Алтайский пер, д 15",Базикалов Игорь Викторович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВКУРМИНТ""",6500026625,"Требует проверки (ИИ): Компания связана с обеими кандидатными группами через узлы графа связей, но нет явного указания на принадлежность к одной из них.","Адрес: 693010, Сахалинская обл, г Южно-Сахалинск, Алтайский пер, д 15",Радионов Михаил Юрьевич,
ГК Гидрострой,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПИЛЕНГА""",6501012632,рыбодобыча,"Адрес: 693010, Сахалинская обл, г Южно-Сахалинск, Алтайский пер, д 15",Горшечников Андрей Олегович,
Миккор,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИККОР""",6501059302,,"Адрес: 693023, Сахалинская обл, г Южно-Сахалинск, ул Комсомольская, д 231А",Дробинский Вадим Петрович,
ГК Гидрострой,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОСТРОВ САХАЛИН""",6501074974,крупный держатель квот,"Адрес: 693010, Сахалинская обл, г Южно-Сахалинск, Алтайский пер, д 15",Горшечников Андрей Олегович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ САХАЛИНРЫБАКСОЮЗ""",6501078432,производственное объединение,"Адрес: 693010, Сахалинская обл, г Южно-Сахалинск, Алтайский пер, д 15",Перов Владимир Геннадьевич,
Группа Триера,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ САХАЛИНСКАЯ РЫБОЛОВНАЯ КОМПАНИЯ ""ТРИЕРА""",6501094508,"[ИИ, high]: Компания связана с ООО ""ТРИЕРА М"", ООО ""МИНТАЙ ПЛЮС"" и ООО ""ТРЕСКА ПЛЮС"", которые входят в Группу Триера.","Адрес: 693023, Сахалинская обл, г Южно-Сахалинск, ул Комсомольская, д 241/1, офис 405",Колюка Вячеслав Александрович,
ГК Доброфлот,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРУС""",6501210218,"Требует проверки (ИИ): Компания связана с несколькими группами через узлы графа связей, но нет явного указания на принадлежность к одной из них.","Адрес: 690090, ПРИМОРСКИЙ КРАЙ, Г.О. ВЛАДИВОСТОКСКИЙ, Г. ВЛАДИВОСТОК, УЛ. АВРОРОВСКАЯ, ЗД. 10, ОФИС 312",Федотов Сергей Вячеславович,
КУК,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУРИЛЬСКИЙ УНИВЕРСАЛЬНЫЙ КОМПЛЕКС""",6501231095,"[ИИ, high]: Компания имеет ИНН, совпадающий с известной группой КУК.","Адрес: 693007, Сахалинская обл, г Южно-Сахалинск, ул Чехова, д 71","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНАЯ РЫБОПРОМЫШЛЕННАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""",https://www.list-org.com/company/16231
Росрыбфлот,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСРЫБФЛОТ""",6501237700,,"Адрес: 683020, Камчатский край, г Петропавловск-Камчатский, ул Дальняя, д 28/1",Руденко Олег Геннадьевич,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАЛЬКРЕВЕТКА""",6501243982,,"Адрес: 694740, Сахалинская обл, Невельский р-н, г Невельск, ул Северная, д 20",Мальчевский Александр Станиславович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИОНИС""",6501249293,,"Адрес: 693004, САХАЛИНСКАЯ ОБЛАСТЬ, Г.О. ГОРОД ЮЖНО-САХАЛИНСК, Г ЮЖНО-САХАЛИНСК, УЛ ИМ. Б.Н. ЕГОРОВА, Д. 9",Шамина Оксана Анатольевна,
ГК Норебо,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САХАЛИНСКАЯ ЛИЗИНГОВАЯ КОМПАНИЯ РЫБОПРОМЫСЛОВОГО ФЛОТА""",6501249938,,"Адрес: 693023, Сахалинская обл, г Южно-Сахалинск, ул Комсомольская, д 259В стр 2",Шустова Любовь Юрьевна,
Далькреветка,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМФЛОТ""",6501259414,,"Адрес: 693005, Сахалинская обл, г Южно-Сахалинск, ул Холмская, д 30, офис 55",Несмашнов Сергей Викторович,
Группа Океан Союз,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЮЗВОСТОК""",6501264076,,"Адрес: 694020, Сахалинская обл, Корсаковский р-н, г Корсаков, Корабельный пер, зд 8",Войтенко Максим Сергеевич,
НБАМР,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСКОР""",6501268232,,"Адрес: 693022, Сахалинская обл, г Южно-Сахалинск, ул 2-я Хабаровская, д 59",Рюмин Игорь Николаевич,
ГК Интеррыбфлот,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РЫБОКОМБИНАТ ""ОСТРОВНОЙ""",6501289105,,"Адрес: 694520, Сахалинская обл, Южно-Курильский р-н, село Малокурильское, ул Советская, д 8 к в, офис 1",Зайцев Михаил Алексеевич,
ГК УТРФ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЛИВ-ПАЛТУС""",6501292130,,"Адрес: 690001, Приморский край, г Владивосток, Ленинский р-н, ул Пушкинская, д 22, офис 9",Закшевский Анатолий Иванович,
Росрыбфлот,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕРКУРИЙ""",6501292475,,"Адрес: 683020, Камчатский край, г Петропавловск-Камчатский, ул Дальняя, д 28/1",Шевцова Лилия Юрьевна,
ГК Гидрострой,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОЛИНСК""",6501305910,"Требует проверки (ИИ): Директор может быть номинальным, так как связан с несколькими компаниями из разных групп.","Адрес: 693020, Сахалинская обл, г Южно-Сахалинск, ул Ленина, д 246, кв 15",Колюка Вячеслав Александрович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОЕ МОРЕ""",6501306833,,"Адрес: 693012, Сахалинская обл, г Южно-Сахалинск, пр-кт Мира, д 1Ж, офис 1",Дядинкин Денис Юрьевич,
ГК УТРФ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕРПУГ""",6501308527,,"Адрес: 683002, Камчатский край, г Петропавловск-Камчатский, ул Ларина, д 6 к 2, кв 21",Баляев Сергей Николаевич,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАЛТУСЫ ВОСТОКА""",6501312153,"Требует проверки (ИИ): Директор может быть номинальным, так как связан с несколькими компаниями из разных групп.","Адрес: 693020, Сахалинская обл, г Южно-Сахалинск, ул Крайняя, д 50",Колюка Вячеслав Александрович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТЕЙ""",6503010415,,"Адрес: 694071, Сахалинская обл, Долинский р-н, село Стародубское, ул Набережная, д 150",Кузнецов Юрий Анатольевич,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЫБОЛОВЕЦКИЙ КОЛХОЗ ИМ. КИРОВА""",6504006429,рыболовецкий колхоз им. Кирова,"Адрес: 694002, Сахалинская обл, Корсаковский р-н, село Озерское, ул Центральная, д 4",Головчук Вячеслав Михайлович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИ-ПЛЮС""",6504015230,"Требует проверки (ИИ): Директор может быть номинальным, так как связан с несколькими компаниями из разных групп.","Адрес: 694020, Сахалинская обл, Корсаковский р-н, г Корсаков, ул Портовая, зд 8",Колюка Вячеслав Александрович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРИБОЙ-ВОСТОК""",6504018696,,"Адрес: 693020, Сахалинская обл, г Южно-Сахалинск, ул Крайняя, д 50, офис 24",Кузнецов Юрий Анатольевич,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАЛОМ""",6504025100,,"Адрес: 694740, САХАЛИНСКАЯ ОБЛАСТЬ, М.О. НЕВЕЛЬСКИЙ, Г НЕВЕЛЬСК, УЛ ШКОЛЬНАЯ, Д. 89, КВ. 53",Дядинкин Денис Юрьевич,
Группа Океан Союз,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИАМ""",6504031898,,"Адрес: 694020, САХАЛИНСКАЯ ОБЛАСТЬ, М.О. КОРСАКОВСКИЙ, Г КОРСАКОВ, ПЕР КОРАБЕЛЬНЫЙ, ЗД. 8, ОФИС 1",Радчук Руслан Михайлович,
ГК Гидрострой (Далькреветка),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПЛОТ МИРА""",6505004791,,"Адрес: 694740, Сахалинская обл, Невельский р-н, г Невельск, ул Северная, д 20",Касьянов Роман Александрович,
ГК УТРФ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЛИВ""",6505008098,,"Адрес: 684000, Камчатский край, Елизовский р-н, г Елизово, ул Виталия Кручины, д 19А, помещ 9",Арлукевич Ольга Анатольевна,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРЕГАТ""",6505009408,,"Адрес: 694740, Сахалинская обл, Невельский р-н, г Невельск, ул Школьная, д 89, кв 53",Дядинкин Денис Юрьевич,
ГК РРПК,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЫБОЛОВЕЦКОЕ КОЛЛЕКТИВНОЕ ХОЗЯЙСТВО ""САХАЛИН""",6505010379,,"Адрес: 693020, Сахалинская обл, г Южно-Сахалинск, ул Крюкова Д.Н., д 83",Кобец Алена Олеговна,
ГК Гидрострой,"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""РЫБОЛОВЕЦКИЙ КОЛХОЗ ""ДРУЖБА""",6507000094,,"Адрес: 694240, Сахалинская обл, Поронайский р-н, г Поронайск, ул Октябрьская, д 2",Носиков Дмитрий Владимирович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОРОНАЙ""",6507005529,рыбопромышленная компания,"Адрес: 693010, Сахалинская обл, г Южно-Сахалинск, Алтайский пер, д 15",Перов Владимир Геннадьевич,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРАБ""",6507009273,,"Адрес: 694140, Сахалинская обл, Макаровский р-н, г Макаров, ул 50 лет Октября, д 1, офис 11",Кучма Андрей Владимирович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИФИШ""",6507014107,,"Адрес: 694140, САХАЛИНСКАЯ ОБЛАСТЬ, М.О. МАКАРОВСКИЙ, Г. МАКАРОВ, УЛ. 50 ЛЕТ ОКТЯБРЯ, Д. 1, ОФИС 10",Сафронов Анатолий Валерьевич,
Группа Триера,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЮЙД-ВЕСТ""",6508006155,Пресноводное,"Адрес: 694923, Сахалинская обл, Углегорский р-н, г Углегорск, ул Приморская, д 105",Глухов Александр Федорович,
Миккор,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОЛЕЙ""",6509005281,,"Адрес: 680017, Хабаровский край, г Хабаровск, ул Мухина, д 7, офис 38",Лифанов Герман Германович,
ГК Норебо,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САХАЛИН ЛИЗИНГ ФЛОТ""",6509006140,,"Адрес: 683016, Камчатский край, г Петропавловск-Камчатский, ул Мишенная, д 131, офис 23",Лысенко Сергей Алексеевич,
ГК УТРФ,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САХАЛИНСКИЙ РЫБАК""",6509006912,,"Адрес: 693020, Сахалинская обл, г Южно-Сахалинск, ул Крюкова Д.Н., д 83, помещ 2",Баранов Максим Александрович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРИБОЙ-Т""",6509045622,,"Адрес: 694740, Сахалинская обл, Невельский р-н, г Невельск, ул Рыбацкая, зд 2 стр 1","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНАЯ РЫБОПРОМЫШЛЕННАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""",https://www.list-org.com/company/12703351
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАРАНАЙ""",6510901042,,"Адрес: 694033, Сахалинская обл, Анивский р-н, село Таранай, ул Первомайская, д 21",Матвеев Дмитрий Владимирович,
Группа Океан Союз,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАС,6510902568,Не действует,"Адрес: 694033, Сахалинская обл, Анивский р-н, село Таранай, ул Первомайская, д 9",Владимиров Владимир Юрьевич,
ГК Гидрострой,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУРИЛЬСКИЙ РЫБАК""",6511000178,крупное дочернее предприятие на Итурупе,"Адрес: 694535, Сахалинская обл, Курильский р-н, село Рейдово",Савинкин Александр Владимирович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНМА""",6512001150,,"Адрес: 694071, Сахалинская обл, Долинский р-н, село Стародубское, ул Заводская, д 1",Бондаренко Галина Алексеевна,https://www.audit-it.ru/contragent/?search=6512001150&token=0158df4986bad8bfcc4594aaa5629b4d
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЫБАК""",6512002918,,"Адрес: 694140, Сахалинская обл, Макаровский р-н, г Макаров, ул 50 лет Октября, д 1",Сафронова Галина Алексеевна,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУРОВКА""",6512002964,,"Адрес: 694160, Сахалинская обл, Макаровский р-н, село Новое, ул Октябрьская, зд 55",Сафронова Галина Алексеевна,https://www.audit-it.ru/contragent/?search=6512002964&token=886d7acce6e7c49214f5cc579597dbee
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОКЕАН""",6512003196,,"Адрес: 693020, Сахалинская обл, г Южно-Сахалинск, ул Крайняя, д 50",Кузнецов Юрий Анатольевич,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕВА""",6514002039,,"Адрес: 693020, Сахалинская обл, г Южно-Сахалинск, ул Крайняя, д 50",Федоренко Александр Борисович,https://www.audit-it.ru/contragent/?search=6514002039&token=ee22ea3d22f90531cad8474e44c30df1
ГК Гидрострой,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРО-КУРИЛЬСКАЯ БАЗА СЕЙНЕРНОГО ФЛОТА""",6515000242,,"Адрес: 694550, Сахалинская обл, Северо-Курильский р-н, г Северо-Курильск, ул Набережная, д 2",Литвиненко Александр Яковлевич,
ГК Гидрострой,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУРИЛЬСКИЙ РАССВЕТ""",6515001310,,"Адрес: 694550, Сахалинская обл, Северо-Курильский р-н, г Северо-Курильск, ул Набережная, д 2","АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРО-КУРИЛЬСКАЯ БАЗА СЕЙНЕРНОГО ФЛОТА""",https://www.audit-it.ru/contragent/?search=6515001310&token=6e39b9aaf135d489c405dab08626e497
ГК УТРФ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛАИД""",6515003317,,"Адрес: 694550, Сахалинская обл, Северо-Курильский р-н, г Северо-Курильск, ул Сахалинская, д 51А",Баранов Максим Владимирович,
Группа Триера,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕВОД""",6516008452,,"Адрес: 694820, Сахалинская обл, Томаринский р-н, тер ТОСЭР Южная (с Неводское)",Мячин Олег Владимирович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРМУЛА""",6516008854,,"Адрес: 694820, Сахалинская обл, Томаринский р-н, село Неводское, ул Набережная, д 1/13, офис 5",Мячин Олег Владимирович,https://www.audit-it.ru/contragent/?search=6516008854&token=4e4377284406d009f83a854c60de2e0a
ГК Норебо,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЙРА""",6518003435,,"Адрес: 694500, Сахалинская обл, Южно-Курильский р-н, пгт Южно-Курильск, ул Спортивная, д 7",Крылатов Алексей Геннадьевич,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОРИОН""",6518004020,,"Адрес: 694500, Сахалинская обл, Южно-Курильский р-н, пгт Южно-Курильск, ул 3 Сентября, зд 4",Бабушкин Андрей Юрьевич,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНДИ""",6518004358,,"Адрес: 694500, Сахалинская обл, Южно-Курильский р-н, пгт Южно-Курильск, ул Набережная, зд 26",Бабушкин Андрей Юрьевич,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАТАЛИ""",6518004380,,"Адрес: 694500, Сахалинская обл, Южно-Курильский р-н, пгт Южно-Курильск, ул Школьная, зд 1А",Пономаренко Александр Сергеевич,
Группа Океан Союз,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЮЗОКЕАН""",6518004823,Переработка,"Адрес: 694521, САХАЛИНСКАЯ ОБЛАСТЬ, М.О. ЮЖНО-КУРИЛЬСКИЙ, С. КРАБОЗАВОДСКОЕ, УЛ. ТОРГОВАЯ, ЗД. 6А, ПОМЕЩ. 1",Войтенко Максим Сергеевич,
ЮКРК,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""ЮЖНО-КУРИЛЬСКИЙ РЫБОКОМБИНАТ""",6518005270,,"Адрес: 694500, Сахалинская обл, Южно-Курильский р-н, пгт Южно-Курильск, ул Заводская, д 17",Коробков Константин Викторович,
ГК Гидрострой,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬБАКОР""",6518008708,,"Адрес: 694500, Сахалинская обл, Южно-Курильский р-н, пгт Южно-Курильск, кв-л Ильичева, д 1А, офис 30",Пономаренко Александр Сергеевич,
ГК Интеррыбфлот,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСТРОВНОЙ-КРАБ""",6518009557,,"Адрес: 694520, Сахалинская обл, Южно-Курильский р-н, село Малокурильское, ул Советская, д 8, офис 3",Зайцев Михаил Алексеевич,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯНТАРЬ-1""",6518009571,,"Адрес: 694500, Сахалинская обл, Южно-Курильский р-н, пгт Южно-Курильск, ул Школьная, зд 1А",Бабушкин Андрей Юрьевич,
ГК РРПК,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РМД ЮВА 1""",7701384421,,"Адрес: 690001, Приморский край, г Владивосток, Ленинский р-н, ул Пушкинская, д 87, офис 12",Кищенков Антон Валерьевич,
Группа Согласие,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЫБОПРОМЫСЛОВАЯ ФИРМА ВАРИАНТ""",7728048794,,"Адрес: 183038, Мурманская обл, г Мурманск, Портовый проезд, д 2",Сметанина Анастасия Валерьевна,
ГК Океанрыбфлот,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРО-ВОСТОЧНАЯ КОМПАНИЯ""",8203002583,,"Адрес: 688700, Камчатский край, Карагинский р-н, поселок Оссора, ул Заводская, стр 1",Новоселов Вадим Аликович,
ГК Гидрострой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЫМЛАТСКИЙ РЫБОКОМБИНАТ""",8203002819,,"Адрес: 688710, КАМЧАТСКИЙ КРАЙ, Р-Н КАРАГИНСКИЙ, С. ТЫМЛАТ, УЛ. НАБЕРЕЖНАЯ, ЗД. 30, СООР. 30",Литвиненко Александр Яковлевич,
,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОЛХОЗ ИМ. БЕКЕРЕВА""",8203010714,"Сверка PCA-списка (25.03.2026): Ната подтвердила — самостоятельная компания, без группы","Адрес: 688713, Камчатский край, Карагинский р-н, село Ивашка, ул Школьная, зд 4",Тулупов Александр Александрович,
